"thread_id","thread_date","author_id","thread_title","thread_body"
15956,"2025-08-05 18:05:26.525317+00",36973,"Scalable Remote Work Stipend Management","We are a fully remote company with employees located throughout the US, including in states like California and Illinois. We currently utilize Joon to manage remote work stipends, but we are exploring how other in-house teams are addressing these stipend requirements at scale. Specifically, I'd appreciate insights into operationally efficient, cost-effective, and risk-based compliance approaches that you've successfully implemented. "
15957,"2025-08-05 21:04:41.493268+00",10416,"Streamline.Ai Integrated With Ironclad","We are considering Streamline.ai for our matter management. If anyone is using Streamline.ai with Ironclad, I would appreciate a quick discussion to hear how you like it and what concerns we should have as we consider this. "
15959,"2025-08-06 00:40:48.970028+00",2811,"WeChat/RedNote use in China","Has anyone vetted China-only use of WeChat and/or RedNote, or taken initial steps to consider doing so? Would love to connect if so. "
15960,"2025-08-06 13:14:27.517639+00",30595,"Experience with CA employment counsel Sarah Goldstein, Peter Woo, or Keith Fink?","Hello - Seeking input on the following employment firms/attorneys in California for an employment litigation matter. Would appreciate hearing from anyone who has worked with these attorneys on your experience: Sarah Goldstein (O'Hagan Meyer); Peter Woo (Jackson Lewis); Keith Fink (boutique firm Keith Fink and Associates). Thank you. "
15963,"2025-08-06 15:40:16.049972+00",21367,"Quebec Bill 96","Hi Everyone! I wanted to reach out to see if anyone has experience with Quebec Bill 96, especially regarding advertising online and selling via ecommerce in Quebec. Curious how you addressed the French language requirements relating to advertising and your website. Compliance seems pretty straight forward (but also technically challenging as these rules only apply to one geographic area in a larger market), but did anyone end up hiring local counsel to help with compliance? If so, could you share referrals? "
15964,"2025-08-06 17:16:28.674918+00",11837,"Reasonable VC Due Diligence Fees","Looking for directional guidance/resources re: ""reasonable"" investor due diligence fees (legal, tech, accounting, etc.) by investment size. For example (making up numbers), is $100K for a Series A $10M investment reasonable? $500K for $50M Series B? Any help much appreciated. "
15965,"2025-08-06 21:28:54.214708+00",35255,"Pre-Signed Revenue Documents","Hello! Our leadership team is exploring ways to streamline the signature process for sales documents, especially standardized and low-risk order forms. From a legal perspective, we have some concerns -- particularly around the use of customer-preferred e-signature platforms, which could introduce risks such as untracked changes to terms or document metadata. I'm curious how other companies have approached this. Have you implemented a more efficient process for signing these types of documents? If so, how have you balanced speed and automation with the need to mitigate legal and compliance risks? I'd appreciate hearing examples or best practices -- especially approaches that have maintained control over contract integrity while enabling a smoother buyer experience. "
15966,"2025-08-06 21:56:04.701498+00",24271,"Non-Competes with Independent Contractors","Anyone have experience or a PoV on having a traditional non-compete in your company's agreement w/ an independent contractor?  Particularly interested to hear from folks in-house that have deep employment and labor experience, or where employment and HR rolls up under them. We have a set of Independent Contractors that, if they provided the same service to a competitor, would be very detrimental.  And, this is a negotiated point.  Perhaps a euphemism, but I would describe the relationship as ""exclusive"" as opposed to ""subject to a non-compete. Assume:   * independent contractor and industry is super-specific & niche   * ""exclusivity"" would be for the term of the engagement and for a ""reasonable"" time afterwards (say like a year).   * Exclusivity (non-compete) would be geographically limited in scope.   Ignore:   * CA, ND, OK and MN - I don't think this flies in those states b/c of their sweeping and broad rules that prohibit non-competes, and specific call-outs to ""independent contractors""   * The 2024 FTC ban (or, assume the FTC stands down next month on their current appeal as many signs point to that happening).   Bonus points for form language that has been vetted by an SME. "
15967,"2025-08-06 22:22:21.813182+00",4989,"Biotech - Non-Binding Term Sheet","Greetings, I'd appreciate a sample non-binding term sheet for a WW exclusive therapeutics license from a US research university. Please feel free to DM. Thanks! "
15968,"2025-08-07 07:07:11.818065+00",34200,"How Are You Reporting Key Team Updates To Your GC?","In our legal department, we're split into 7 teams. We have weekly team leads meetings to flag anything relevant across teams, and then each lead also has regular 1:1s with the GC to go deeper on team-specific blockers or critical matters. That said, we're realizing these syncs just aren't enough time to cover everything the GC wants (or needs) visibility into. There's a lot happening across teams, and not all of it fits neatly into a weekly meeting or 1:1. On top of that, it's unrealistic to expect the GC to stay on top of every Jira task or dig through various team-level reports. We want to find a smarter, more consistent way to report what the GC should know - without creating more manual work for lawyers or overloading the GC with too much detail. We track most work in Jira, so I'm thinking of an automated weekly summary (""newsletter"") based on tagged issues, status changes, and comments. But we also have projects tracked in Sheets, Docs, etc., so it's not all in one place. Has anyone found a good system or workflow to regularly surface the most important team updates to your GC - especially across tools and teams - in a way that's low-effort but high-signal? Would love any ideas or lessons learned. "
